
-5.42,-44.78,450,224,D
-17.85,-64.03,0,225,D
-27.30,-101.12,50,225,D
-7.70,-71.85,100,225,D
-5.73,-43.54,150,225,D
-0.16,-89.58,200,225,D
-24.91,-100.35,250,225,D
-41.23,-119.82,300,225,D
-51.71,-108.72,350,225,D
-54.97,-90.62,400,225,D
-36.56,-89.71,450,225,D
-8.12,-72.81,0,226,D
-21.36,-61.55,50,226,D
-15.23,-132.17,100,226,D
-13.55,-158.71,150,226,D
-22.07,-101.70,200,226,D
-12.97,-122.48,250,226,D
-22.27,-105.17,300,226,D
-8.16,-106.63,350,226,D
-6.79,-45.54,400,226,D
-8.74,-34.49,450,226,D
-6.73,-34.79,0,227,D
-19.54,-92.59,50,227,D
-10.33,-52.13,100,227,D
-28.01,-78.19,150,227,D
-22.40,-183.24,200,227,D
-35.64,-97.66,250,227,D
-43.80,-142.81,300,227,D
-40.61,-118.75,350,227,D
-42.46,-90.56,400,227,D
-37.06,-89.57,450,227,D
6.85,-89.03,0,228,D
-51.53,-89.25,50,228,D
-29.79,-150.22,100,228,D
-29.02,-168.92,150,228,D
-40.11,-116.85,200,228,D
-25.41,-85.02,250,228,D
-17.54,-101.32,300,228,D
9.01,-76.23,350,228,D
-0.91,-71.01,400,228,D
-1.47,-1.93,450,228,D
-3.77,-44.81,0,229,D
0.07,-71.17,50,229,D
-12.53,-113.95,100,229,D
5.22,-132.68,150,229,D
-35.85,-104.03,200,229,D
-23.95,-158.31,250,229,D
-8.95,-105.95,300,229,D
-23.34,-72.60,350,229,D
-12.05,-39.59,400,229,D
-4.15,6.60,450,229,D
-4.09,-107.83,0,230,D
-14.35,-181.99,50,230,D
-25.23,-218.55,100,230,D
-60.93,-101.17,150,230,D
-58.16,-55.33,200,230,D
-5.69,-75.29,250,230,D
-7.21,-33.01,300,230,D
-16.79,-5.83,350,230,D
-13.70,-33.05,400,230,D
9.21,-58.45,450,230,D
-2.97,-12.83,0,231,D
1.62,-52.95,50,231,D
-14.99,-54.30,100,231,D
-27.03,-87.65,150,231,D
-1.25,-56.91,200,231,D
3.80,-46.39,250,231,D
27.84,-55.45,300,231,D
7.75,-44.52,350,231,D
43.51,-61.87,400,231,D
9.33,-101.17,450,231,D
-13.17,-91.05,0,232,D
-28.17,-140.71,50,232,D
-24.86,-138.50,100,232,D
4.47,-128.57,150,232,D
-2.09,-106.93,200,232,D
8.68,-60.13,250,232,D
4.71,-65.59,300,232,D
9.25,-16.46,350,232,D
5.49,-6.79,400,232,D
3.55,3.37,450,232,D
-26.22,3.77,0,233,L
-52.56,3.71,50,233,L
-158.13,-5.54,100,233,L
-183.50,7.65,150,233,L
-164.35,53.21,200,233,L
-153.35,46.01,250,233,L
-136.28,42.42,300,233,L
-153.35,17.68,350,233,L
-155.92,17.25,400,233,L
-137.14,11.27,450,233,L
-0.41,8.12,0,234,L
-19.87,6.32,50,234,L
-35.57,-11.73,100,234,L
-58.79,-30.25,150,234,L
-178.42,41.37,200,234,L
-87.43,29.42,250,234,L
-217.78,29.65,300,234,L
-180.57,29.31,350,234,L
-156.91,-2.10,400,234,L
-102.17,6.13,450,234,L
-43.66,11.11,0,235,L
-143.01,16.25,50,235,L
-137.43,48.69,100,235,L
-217.78,25.25,150,235,L
-132.48,-2.68,200,235,L
-217.78,-7.68,250,235,L
-181.50,-0.35,300,235,L
-174.92,-43.78,350,235,L
-187.86,-6.81,400,235,L
-155.23,1.51,450,235,L
-51.73,-6.31,0,236,L
-155.45,34.12,50,236,L
-33.45,-17.64,100,236,L
-156.20,4.14,150,236,L
-105.66,-20.25,200,236,L
-95.12,-3.64,250,236,L
-113.54,-15.79,300,236,L
-89.87,1.36,350,236,L
-133.33,-7.55,400,236,L
-63.57,3.05,450,236,L
-42.82,3.46,0,237,L
-106.37,1.47,50,237,L
-115.87,-3.53,100,237,L
-171.59,-20.00,150,237,L
-179.34,-20.35,200,237,L
-147.49,0.74,250,237,L
-104.37,-3.87,300,237,L
-100.52,11.63,350,237,L
-96.39,16.55,400,237,L
-71.40,5.17,450,237,L
-142.56,8.33,0,238,L
-132.87,6.25,50,238,L
-217.78,-20.34,100,238,L
-88.59,1.45,150,238,L
-217.78,18.12,200,238,L
-149.71,14.34,250,238,L
-118.38,10.67,300,238,L
-54.55,1.37,350,238,L
-48.11,0.78,400,238,L
-1.44,3.95,450,238,L
-138.69,-2.43,0,239,L
-199.13,11.16,50,239,L
-217.78,5.85,100,239,L
-162.05,7.40,150,239,L
-151.09,1.28,200,239,L
-97.57,10.30,250,239,L
-41.53,-2.35,300,239,L
-30.05,8.07,350,239,L
-2.85,-3.15,400,239,L
-2.15,0.85,450,239,L
-108.94,17.02,0,240,L
-152.16,-0.85,50,240,L
-198.77,-2.57,100,240,L
-145.62,-8.43,150,240,L
-132.39,11.09,200,240,L
-113.63,11.31,250,240,L
-56.57,16.93,300,240,L
-99.70,19.79,350,240,L
-45.07,10.07,400,240,L
-51.19,-0.73,450,240,L
-114.00,7.13,0,241,L
-126.98,3.93,50,241,L
-125.03,13.17,100,241,L
-198.09,10.57,150,241,L
-120.68,-4.82,200,241,L
-73.72,30.29,250,241,L
-72.27,-2.93,300,241,L
-61.05,-0.27,350,241,L
-23.55,21.49,400,241,L
-14.29,1.11,450,241,L
2.13,13.18,0,242,L
-49.01,16.37,50,242,L
-83.01,8.17,100,242,L
-73.92,-3.29,150,242,L
-82.21,0.17,200,242,L
-151.87,-11.11,250,242,L
-155.85,-1.95,300,242,L
-191.66,-4.71,350,242,L
-155.88,3.17,400,242,L
-164.45,11.79,450,242,L
-9.60,-26.37,0,243,U
-49.14,-114.93,50,243,U
-8.32,-162.53,100,243,U
8.64,-138.49,150,243,U
-4.81,-161.34,200,243,U
-9.93,-154.48,250,243,U
18.81,-154.01,300,243,U
27.17,-115.27,350,243,U
1.80,-94.36,400,243,U
7.31,-86.95,450,243,U
-36.25,-84.73,0,244,U
8.19,-113.03,50,244,U
7.45,-87.38,100,244,U
-4.71,-118.55,150,244,U
-3.82,-101.32,200,244,U
-33.08,-130.67,250,244,U
-19.25,-118.97,300,244,U
-15.44,-113.19,350,244,U
-1.82,-70.98,400,244,U
8.82,-47.36,450,244,U
17.17,-153.83,0,245,U
21.41,-149.09,50,245,U
10.93,-125.71,100,245,U
-12.28,-167.44,150,245,U
8.19,-105.71,200,245,U
3.04,-105.05,250,245,U
2.96,-80.89,300,245,U
2.95,-85.07,350,245,U
3.67,-34.87,400,245,U
1.75,-18.98,450,245,U
1.08,-133.15,0,246,U
-14.12,-122.62,50,246,U
23.74,-149.13,100,246,U
3.71,-107.16,150,246,U
13.94,-79.24,200,246,U
5.48,-41.49,250,246,U
1.35,-13.35,300,246,U
-3.87,15.36,350,246,U
-3.28,30.74,400,246,U
-1.87,25.75,450,246,U
23.77,213.20,0,247,U
-0.12,218.35,50,247,U
-11.91,139.56,100,247,U
-12.67,71.39,150,247,U
-12.31,-0.07,200,247,U
-28.51,-127.96,250,247,U
-7.95,-161.06,300,247,U
6.05,-172.10,350,247,U
24.17,-111.13,400,247,U
6.47,-112.37,450,247,U
-3.47,-18.50,0,248,U
-3.82,-16.80,50,248,U
-9.59,-25.71,100,248,U
-19.77,-68.51,150,248,U
-40.86,-136.29,200,248,U
-27.16,-152.95,250,248,U
-12.50,-186.95,300,248,U
3.19,-144.35,350,248,U
31.93,-129.67,400,248,U
28.93,-33.41,450,248,U
-1.13,-118.39,0,249,U
28.10,-192.33,50,249,U
100.39,-190.83,100,249,U
63.27,-129.03,150,249,U
11.09,-152.01,200,249,U
-59.11,-145.64,250,249,U
-22.44,-47.54,300,249,U
-21.75,9.37,350,249,U
-10.69,27.06,400,249,U
-7.10,22.40,450,249,U
-26.64,-49.41,0,250,U
-31.10,-107.95,50,250,U
-30.39,-117.89,100,250,U
-20.15,-105.84,150,250,U
-12.27,-103.74,200,250,U
-3.25,-139.48,250,250,U
3.51,-128.45,300,250,U
26.72,-171.51,350,250,U
3.83,-118.46,400,250,U
8.19,-74.67,450,250,U
-5.26,-27.66,0,251,U
-15.95,-42.99,50,251,U
0.69,-92.87,100,251,U
-5.39,-120.47,150,251,U
-1.26,-148.09,200,251,U
0.05,-120.07,250,251,U
26.01,-78.29,300,251,U
-8.19,-84.95,350,251,U
0.02,-92.08,400,251,U
-5.27,-83.61,450,251,U
-0.63,-47.45,0,252,U
-20.55,-124.42,50,252,U
29.73,-127.03,100,252,U
-3.17,-127.20,150,252,U
-26.27,-152.99,200,252,U
7.99,-100.91,250,252,U
-1.52,-122.88,300,252,U
12.91,-60.10,350,252,U
1.41,-100.17,400,252,U
30.69,-77.79,450,252,U
-2.52,-123.67,0,253,U
-3.37,-138.20,50,253,U
-28.32,-161.67,100,253,U
-5.39,-177.22,150,253,U
-8.05,-87.10,200,253,U
17.83,-96.55,250,253,U
11.49,-59.03,300,253,U
16.57,-64.15,350,253,U
13.45,-50.32,400,253,U
20.59,0.71,450,253,U
65.66,-5.87,0,254,R
72.01,6.75,50,254,R
17.71,0.28,100,254,R
42.04,16.71,150,254,R
117.54,-6.39,200,254,R
137.13,-37.71,250,254,R
197.23,-41.92,300,254,R
219.03,-64.15,350,254,R
199.41,-35.62,400,254,R
163.57,-13.81,450,254,R
106.55,-55.69,0,255,R
92.96,-36.87,50,255,R
166.19,-62.60,100,255,R
108.01,-55.99,150,255,R
181.24,-53.18,200,255,R
84.24,-56.75,250,255,R
191.29,-34.49,300,255,R
106.90,-6.79,350,255,R
101.09,-45.21,400,255,R
9.30,-16.05,450,255,R
-4.43,6.22,0,256,R
-4.01,2.52,50,256,R
9.12,0.83,100,256,R
51.86,11.05,150,256,R
219.12,-30.21,200,256,R
71.70,-25.99,250,256,R
219.12,-43.03,300,256,R
219.12,-99.57,350,256,R
219.12,-69.07,400,256,R
164.15,-42.73,450,256,R
219.12,-74.52,0,257,R
219.12,-55.83,50,257,R
145.19,-12.43,100,257,R
169.01,-21.36,150,257,R
149.44,-27.30,200,257,R
156.88,-27.01,250,257,R
140.05,-9.45,300,257,R
68.85,0.29,350,257,R
34.64,-2.97,400,257,R
-0.73,8.07,450,257,R
195.67,-21.55,0,258,R
173.64,-67.57,50,258,R
203.21,-48.26,100,258,R
185.97,-66.07,150,258,R
182.20,-33.35,200,258,R
115.11,-13.36,250,258,R
120.05,-26.09,300,258,R
110.10,-22.07,350,258,R
90.10,-47.11,400,258,R
14.85,-27.97,450,258,R
58.81,-16.19,0,259,R
94.89,-30.25,50,259,R
167.54,-60.43,100,259,R
213.61,-46.49,150,259,R
209.95,-90.63,200,259,R
185.44,-73.44,250,259,R
146.49,-41.00,300,259,R
133.75,-6.74,350,259,R
91.59,-6.16,400,259,R
76.60,-6.11,450,259,R
-1.69,7.84,0,260,R
5.87,1.77,50,260,R
66.99,-2.83,100,260,R
123.27,-46.59,150,260,R
128.63,-69.14,200,260,R
150.81,-39.39,250,260,R
219.12,-56.13,300,260,R
179.16,-8.39,350,260,R
165.12,-30.10,400,260,R
147.21,-19.98,450,260,R
36.23,-7.20,0,261,R
41.01,-23.29,50,261,R
103.46,-73.43,100,261,R
80.03,-51.17,150,261,R
162.49,-61.88,200,261,R
136.76,-10.12,250,261,R
219.12,-80.95,300,261,R
219.12,-59.51,350,261,R
188.02,-50.67,400,261,R
94.78,-52.52,450,261,R
8.21,-0.83,0,262,R
38.38,3.70,50,262,R
35.15,20.39,100,262,R
107.13,-7.35,150,262,R
160.23,-19.46,200,262,R
175.75,-11.43,250,262,R
162.94,-11.69,300,262,R
136.44,-30.11,350,262,R
108.79,-26.49,400,262,R
130.05,-20.11,450,262,R
113.04,-41.49,0,263,R
143.97,-74.59,50,263,R
162.45,-70.13,100,263,R
160.93,-35.62,150,263,R
110.42,-22.26,200,263,R
125.91,-16.43,250,263,R
103.77,-30.45,300,263,R
92.15,-15.23,350,263,R
52.85,-15.66,400,263,R
28.95,-6.79,450,263,R
4.80,47.37,0,264,D
-45.89,52.07,50,264,D
2.23,99.17,100,264,D
28.63,126.42,150,264,D
-57.91,62.41,200,264,D
-19.23,71.80,250,264,D
-11.76,76.24,300,264,D
-0.75,56.76,350,264,D
18.05,44.68,400,264,D
19.05,35.09,450,264,D
-15.46,56.38,0,265,D
-32.92,149.97,50,265,D
41.32,190.10,100,265,D
88.61,218.35,150,265,D
-41.08,111.60,200,265,D
79.71,198.12,250,265,D
19.58,132.33,300,265,D
-22.77,80.77,350,265,D
21.57,82.19,400,265,D
1.04,60.49,450,265,D
-49.46,100.18,0,266,D
-0.13,132.29,50,266,D
59.29,165.89,100,266,D
57.85,146.23,150,266,D
-49.87,114.51,200,266,D
-21.45,111.97,250,266,D
26.19,129.59,300,266,D
67.36,144.27,350,266,D
31.57,96.66,400,266,D
1.15,29.61,450,266,D
-3.96,3.37,0,267,D
14.25,10.52,50,267,D
-6.39,25.39,100,267,D
-53.68,103.07,150,267,D
5.17,144.61,200,267,D
-31.87,171.85,250,267,D
9.92,151.95,300,267,D
16.29,213.28,350,267,D
37.14,138.24,400,267,D
28.55,106.60,450,267,D
9.47,47.62,0,268,D
32.96,105.43,50,268,D
35.31,163.46,100,268,D
18.07,175.09,150,268,D
59.32,183.73,200,268,D
10.06,177.25,250,268,D
53.57,206.48,300,268,D
-14.45,155.50,350,268,D
-39.27,128.57,400,268,D
1.61,111.35,450,268,D
-5.21,-10.99,0,269,D
-0.17,-1.13,50,269,D
3.81,14.45,100,269,D
2.94,27.24,150,269,D
12.23,47.06,200,269,D
-66.38,125.05,250,269,D
-57.35,181.79,300,269,D
-27.75,173.25,350,269,D
5.15,206.67,400,269,D
-1.69,114.50,450,269,D
-23.21,63.24,0,270,D
-13.27,104.07,50,270,D
-14.17,141.33,100,270,D
-21.70,165.87,150,270,D
2.60,165.49,200,270,D
23.43,164.11,250,270,D
5.59,167.13,300,270,D
-45.41,137.48,350,270,D
-67.54,98.97,400,270,D
-40.82,97.95,450,270,D
-24.90,81.05,0,271,D
-34.42,91.19,50,271,D
2.60,107.08,100,271,D
-22.00,152.18,150,271,D
13.80,115.98,200,271,D
-9.88,129.71,250,271,D
7.25,143.67,300,271,D
4.09,129.07,350,271,D
11.65,110.57,400,271,D
-23.23,77.71,450,271,D
-17.47,81.58,0,272,D
-27.40,124.54,50,272,D
-20.75,160.16,100,272,D
-72.33,138.10,150,272,D
26.79,156.55,200,272,D
-72.11,90.17,250,272,D
-32.27,101.58,300,272,D
-32.29,101.03,350,272,D
23.22,61.62,400,272,D
24.60,9.57,450,272,D
-27.88,92.41,0,273,D
-32.20,130.81,50,273,D
-47.55,141.13,100,273,D
-37.75,145.07,150,273,D
-42.63,116.60,200,273,D
-16.18,101.08,250,273,D
-15.93,50.85,300,273,D
-2.66,71.83,350,273,D
-15.02,-1.23,400,273,D
-15.93,-10.21,450,273,D
-125.08,9.55,0,274,L
-184.35,20.91,50,274,L
-104.50,34.79,100,274,L
-119.86,26.37,150,274,L
-137.97,13.83,200,274,L
-166.61,42.09,250,274,L
-217.78,21.01,300,274,L
-217.78,50.25,350,274,L
-113.68,25.37,400,274,L
-139.27,6.09,450,274,L
-127.75,18.32,0,275,L
-92.55,-9.13,50,275,L
-124.28,15.15,100,275,L
-93.02,24.91,150,275,L
-110.71,39.76,200,275,L
-126.25,18.49,250,275,L
-79.93,8.26,300,275,L
-52.25,18.36,350,275,L
-57.92,53.39,400,275,L
-85.22,30.89,450,275,L
-68.57,-5.79,0,276,L
-80.43,15.55,50,276,L
-86.57,14.33,100,276,L
-101.91,5.81,150,276,L
-112.38,0.30,200,276,L
-113.04,-2.50,250,276,L
-89.98,3.76,300,276,L
-75.19,-0.37,350,276,L
-76.54,5.40,400,276,L
-62.19,12.85,450,276,L
-4.29,-3.41,0,277,L
-9.99,1.97,50,277,L
-36.17,1.46,100,277,L
-78.17,-13.63,150,277,L
-139.59,-16.27,200,277,L
-217.78,-0.89,250,277,L
-129.89,26.53,300,277,L
-217.78,26.44,350,277,L
-217.78,0.97,400,277,L
-217.78,36.19,450,277,L
-182.04,28.27,0,278,L
-142.93,-1.17,50,278,L
-110.38,25.25,100,278,L
-136.95,-27.81,150,278,L
-117.65,-6.11,200,278,L
-35.53,8.51,250,278,L
-91.53,8.71,300,278,L
-52.99,-6.10,350,278,L
-30.18,4.40,400,278,L
-34.33,-3.62,450,278,L
-102.18,8.37,0,279,L
-134.05,6.46,50,279,L
-208.47,2.12,100,279,L
-177.50,-6.05,150,279,L
-118.37,-15.16,200,279,L
-78.93,7.23,250,279,L
-123.63,7.94,300,279,L
-43.72,9.28,350,279,L
-79.83,17.76,400,279,L
-5.92,-2.40,450,279,L
-104.04,0.35,0,280,L
-58.17,12.07,50,280,L
-180.79,-0.61,100,280,L
-158.59,1.35,150,280,L
-145.36,11.73,200,280,L
-149.34,-8.47,250,280,L
-116.35,6.99,300,280,L
-88.28,1.84,350,280,L
-97.77,-8.26,400,280,L
-39.65,-1.78,450,280,L
7.35,-0.73,0,281,L
-8.37,-1.57,50,281,L
-15.49,5.71,100,281,L
-67.62,0.75,150,281,L
-187.46,-2.75,200,281,L
-217.78,0.59,250,281,L
-217.59,10.82,300,281,L
-175.79,-23.64,350,281,L
-83.51,10.56,400,281,L
-120.02,-15.25,450,281,L
-98.98,2.91,0,282,L
-123.21,-32.81,50,282,L
-106.68,-9.65,100,282,L
-55.45,4.25,150,282,L
-123.57,-4.33,200,282,L
-25.75,11.33,250,282,L
-51.75,1.34,300,282,L
-36.79,11.55,350,282,L
-19.07,7.13,400,282,L
-20.24,4.71,450,282,L
-85.37,-1.03,0,283,L
-93.03,18.71,50,283,L
-120.28,0.67,100,283,L
-70.71,-10.73,150,283,L
-85.49,7.51,200,283,L
-59.64,-14.33,250,283,L
-78.07,11.99,300,283,L
-79.70,-6.48,350,283,L
-92.17,0.04,400,283,L
-36.41,7.52,450,283,L
-1.91,-0.13,0,284,U
-1.77,3.63,50,284,U
-5.39,-1.15,100,284,U
-17.79,-11.21,150,284,U
-44.37,-28.13,200,284,U
-53.46,-87.84,250,284,U
-23.29,-107.22,300,284,U
14.56,-171.20,350,284,U
17.53,-164.09,400,284,U
-27.69,-138.07,450,284,U
5.47,-0.85,0,285,U
-0.83,-0.33,50,285,U
-1.20,-0.17,100,285,U
-0.05,-7.05,150,285,U
2.15,-19.05,200,285,U
-2.77,-6.18,250,285,U
-3.08,-29.81,300,285,U
-4.19,-59.97,350,285,U
-25.45,-126.08,400,285,U
6.80,-168.50,450,285,U
-32.93,-100.87,0,286,U
-5.60,-127.15,50,286,U
1.28,-140.80,100,286,U
15.08,-146.07,150,286,U
-13.39,-120.71,200,286,U
-0.19,-101.51,250,286,U
7.75,-66.99,300,286,U
-6.18,-38.25,350,286,U
1.95,-24.28,400,286,U
2.89,2.31,450,286,U
4.29,1.55,0,287,U
-0.23,-17.11,50,287,U
-31.87,-45.64,100,287,U
15.67,-91.68,150,287,U
6.75,-133.98,200,287,U
5.30,-175.19,250,287,U
7.63,-145.55,300,287,U
10.34,-145.37,350,287,U
43.14,-96.09,400,287,U
14.47,-54.52,450,287,U
0.94,0.37,0,288,U
3.85,-1.53,50,288,U
0.60,4.97,100,288,U
1.18,1.60,150,288,U
-0.41,-3.44,200,288,U
-18.15,-18.03,250,288,U
-32.73,-98.01,300,288,U
36.82,-176.74,350,288,U
31.23,-160.54,400,288,U
8.07,-132.42,450,288,U
46.15,-50.57,0,289,U
24.35,-70.86,50,289,U
50.89,-93.91,100,289,U
22.41,-89.97,150,289,U
45.88,-92.16,200,289,U
35.82,-92.27,250,289,U
39.67,-89.31,300,289,U
26.16,-68.89,350,289,U
12.39,-50.77,400,289,U
14.61,-47.52,450,289,U
10.60,-32.51,0,290,U
12.59,-38.12,50,290,U
1.33,-47.95,100,290,U
3.47,-58.42,150,290,U
7.08,-83.65,200,290,U
7.60,-81.53,250,290,U
3.61,-80.68,300,290,U
2.68,-81.35,350,290,U
-2.25,-78.90,400,290,U
-0.88,-77.91,450,290,U
-2.03,-44.67,0,291,U
-0.49,-88.45,50,291,U
22.87,-96.05,100,291,U
13.29,-123.15,150,291,U
17.08,-81.46,200,291,U
7.39,-105.79,250,291,U
-22.20,-96.07,300,291,U
11.19,-106.06,350,291,U
-33.88,-114.18,400,291,U
33.01,-106.72,450,291,U
13.93,-76.23,0,292,U
18.63,-92.05,50,292,U
4.40,-89.43,100,292,U
7.00,-105.15,150,292,U
-49.56,-81.85,200,292,U
-2.84,-95.41,250,292,U
-20.69,-104.67,300,292,U
11.35,-93.63,350,292,U
-8.67,-83.96,400,292,U
16.70,-68.13,450,292,U
7.39,-8.87,0,293,U
16.13,-43.15,50,293,U
19.41,-91.15,100,293,U
36.95,-144.11,150,293,U
8.48,-153.39,200,293,U
-62.23,-170.79,250,293,U
7.28,-175.87,300,293,U
-44.10,-178.06,350,293,U
-7.45,-142.43,400,293,U
-29.19,-91.82,450,293,U
2.97,2.79,0,294,U
2.14,2.29,50,294,U
5.28,-4.15,100,294,U
15.11,-10.18,150,294,U
-7.11,-8.45,200,294,U
-9.73,-41.41,250,294,U
9.43,-100.53,300,294,U
-1.02,-129.53,350,294,U
-4.29,-176.41,400,294,U
-20.75,-127.51,450,294,U
39.89,-0.97,0,295,R
83.87,-5.19,50,295,R
90.32,-8.59,100,295,R
108.89,7.35,150,295,R
126.85,1.33,200,295,R
175.29,-11.73,250,295,R
163.75,-42.33,300,295,R
133.82,-34.65,350,295,R
145.86,-41.09,400,295,R
85.50,-19.79,450,295,R
2.30,2.47,0,296,R
1.82,1.34,50,296,R
3.48,0.24,100,296,R
5.43,1.92,150,296,R
28.81,1.71,200,296,R
56.96,1.11,250,296,R
104.69,0.85,300,296,R
95.37,2.14,350,296,R
120.21,0.97,400,296,R
98.33,-2.79,450,296,R
212.18,-4.43,0,297,R
194.47,16.37,50,297,R
92.29,23.23,100,297,R
87.84,27.82,150,297,R
77.83,-20.82,200,297,R
92.86,-26.50,250,297,R
105.64,-56.85,300,297,R
102.93,-42.33,350,297,R
81.78,-55.90,400,297,R
10.42,-28.09,450,297,R
190.51,-6.80,0,298,R
203.45,10.62,50,298,R
85.63,47.80,100,298,R
154.97,-31.59,150,298,R
91.83,-17.99,200,298,R
75.28,5.11,250,298,R
21.39,10.39,300,298,R
45.23,1.71,350,298,R
49.51,-0.51,400,298,R
51.49,-10.85,450,298,R
83.73,-20.69,0,299,R
172.19,-53.34,50,299,R
164.03,-30.85,100,299,R
174.74,-17.59,150,299,R
160.11,-5.74,200,299,R
177.42,-8.70,250,299,R
136.19,7.01,300,299,R
135.79,1.16,350,299,R
148.02,5.00,400,299,R
96.47,16.70,450,299,R
-0.25,3.35,0,300,R
2.87,-4.01,50,300,R
-0.58,1.98,100,300,R
-1.34,2.06,150,300,R
-1.08,3.02,200,300,R
-1.07,0.93,250,300,R
16.00,-1.90,300,300,R
99.49,-19.02,350,300,R
219.12,-55.61,400,300,R
219.12,-36.81,450,300,R
136.78,-31.59,0,301,R
145.45,-32.76,50,301,R
164.48,-24.95,100,301,R
171.86,-11.49,150,301,R
143.69,11.09,200,301,R
134.99,-17.03,250,301,R
161.22,-40.51,300,301,R
137.00,-41.49,350,301,R
99.88,-26.99,400,301,R
13.35,-4.71,450,301,R
